Time (s),ESC (µs),Servo (µs),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),4N76 Temp (ºC),App message,TargetRPM,Change,Integral,P,I,D,kp,ki,kd,Mark,
0,1150,,-0.02829331085156289,-0.09705607600184211,30.008801414894798,-1.241766452828232,0,37.26392288660074,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0,1150,,-0.02830518048855435,-0.09748922396361258,30.010854338266036,-1.2413709692901018,0,37.25460333911737,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.02743000000016764,1150,,-0.028331492347842435,-0.0977913595877476,30.013675993949466,-1.240484578631475,0,37.23150221853602,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.04862000000011176,1150,,-0.028373468541219693,-0.09747754588943167,30.011580874570207,-1.2400081881804395,0,37.214606024706534,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.07539500000048428,1150,,-0.0284083031149851,-0.09718771019035292,30.01071130066029,-1.2395382851955328,0,37.19942562311865,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.1025,1150,,-0.02844016846195263,-0.09762897516507761,30.01252781341492,-1.241263624216523,0,37.2534590455786,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.1274700000002049,1150,,-0.028419143944771186,-0.09892649164137311,30.01173867625835,-1.2407851163226522,0,37.238118664466256,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.15243000000016763,1150,,-0.028436717206737294,-0.09883781369959652,30.01088916906909,-1.2419821117657586,0,37.27298750616856,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.17563500000024215,1150,,-0.0284667770108587,-0.09920740296553922,30.01184890689067,-1.2421365660710313,0,37.27881494264781,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.20310000000009312,1150,,-0.02850512924108778,-0.098787336945988,30.011196527344655,-1.2419803462874643,0,37.27331625553266,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.22695000000018625,1150,,-0.028563970045709486,-0.0977872232457708,30.009124308206975,-1.241153825564301,0,37.24593943696575,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.25295000000018625,1150,,-0.028593860750650846,-0.09744124964881379,30.007337572707463,-1.2404413216236545,0,37.22234147709639,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.27782000000029805,1150,,-0.028595628217113866,-0.09635215027954842,30.007146028472008,-1.2398022220532319,0,37.202926323575404,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.30295999999996276,1150,,-0.028555443995966434,-0.09547217753191312,30.00919429500468,-1.2394236837995956,0,37.19410614097251,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.32479000000003727,1150,,-0.028542026622548677,-0.09492855397080373,30.006778231013595,-1.2406733861591286,0,37.22861115559766,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.3488050000001676,1150,,-0.028539351252909795,-0.09492850517421479,30.007661612549775,-1.241663244468648,0,37.25941047675585,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.37872999999998136,1150,,-0.028521012725583217,-0.094918535786401,30.00956905952667,-1.2412034732697548,0,37.24798134801307,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.4059400000004098,1150,,-0.0284943725441153,-0.09505092972976611,30.010159590627463,-1.2419985304899797,0,37.27257411132908,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.4309799999999814,1150,,-0.02846418688757174,-0.09420494952759983,30.007323214078635,-1.2418302837899957,0,37.2640027027174,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.4569900000002235,1150,,-0.02842892168525868,-0.09390525444664052,30.0063004063371,-1.2423467070671899,0,37.27822850108178,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.482125,1150,,-0.02841123751771163,-0.09375528913522675,30.00941359744432,-1.243185333867563,0,37.3072628623086,0,0,0,0,26.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
