Time (s),ESC (µs),Servo (µs),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),4N76 Temp (ºC),App message,TargetRPM,Change,Integral,P,I,D,kp,ki,kd,Mark,
0,1150,,-0.018338360961889844,0.11612708757519191,30.007828953226614,-1.242523220451214,0,37.285424269712315,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0,1150,,-0.018302960638187538,0.11625951836351074,30.008320781662352,-1.2426631458061386,0,37.29023430290026,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.03153500000001804,1150,,-0.01828565563343204,0.11628283810654472,30.00922121757188,-1.2412431333765974,0,37.24873977429039,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.055895000000018624,1150,,-0.018295228826811782,0.11643378172087453,30.007274573116952,-1.2414118797200546,0,37.25138713308891,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.08063500000000931,1150,,-0.018310463954390177,0.11668575620964917,30.004744334811658,-1.2415637406219966,0,37.25280261273542,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.10867000000001281,1150,,-0.01835131739552054,0.11626846199967825,30.005124050044152,-1.2418138168604893,0,37.26077762195779,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.1332950000000128,1150,,-0.018407139616520685,0.11564640272114286,30.003813929976747,-1.2409934621155272,0,37.23453692563193,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.15788500000000932,1150,,-0.01843412760448615,0.11518340052203027,30.002752864074218,-1.2419433984113417,0,37.26172085370395,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.18347500000000583,1150,,-0.018459338722123353,0.1147742264241616,30.004496751530585,-1.241670457236184,0,37.255697200614584,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.20710500000001048,1150,,-0.018504902847477578,0.11524215116259089,30.004110694647927,-1.2421479146919527,0,37.26954353154344,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.23326000000000932,1150,,-0.01854310433124351,0.1153722865045106,30.004568324590476,-1.2435587918242317,0,37.31244473493535,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.26240000000000874,1150,,-0.01855524550023141,0.1152998235361861,30.006868343368144,-1.243355705114888,0,37.30921094735811,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.28916999999999826,1150,,-0.018592958983652652,0.11591887116455055,30.00857470681382,-1.2437102715804667,0,37.32197259835414,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.31641000000001807,1150,,-0.018582319874030362,0.11654718297854184,30.01025742150005,-1.2433144011115917,0,37.312185233217036,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.3419950000000099,1150,,-0.01858472755064622,0.11632471457632915,30.006343188736807,-1.2433632320397658,0,37.30878384884221,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.3696350000000093,1150,,-0.018518682007979737,0.11612573835888478,30.008049946270326,-1.2427292747672853,0,37.291882146908996,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.3944500000000116,1150,,-0.018473664322068428,0.1160518278426673,30.00822774086424,-1.2416266180677007,0,37.25901432409462,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.4225,1150,,-0.0184301327023218,0.11634904637598699,30.010673821444158,-1.241691383481924,0,37.26399509657376,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.44938000000000466,1150,,-0.018423565363317795,0.11534501286105715,30.013844140274653,-1.2409204731865433,0,37.24479367269678,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.4788000000000175,1150,,-0.018465900896971033,0.11447785269483428,30.014658067895017,-1.241332204163613,0,37.25816165663729,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.5038600000000152,1150,,-0.018488126958215556,0.1145055384951591,30.013863157289236,-1.2409236951224742,0,37.24491397404365,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.5278300000000163,1150,,-0.018497177230021422,0.11488854237124368,30.010037210944354,-1.2415342418069286,0,37.25848879528751,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.5537250000000058,1150,,-0.018493529595155267,0.11528500125792761,30.008239538413818,-1.2418582677477812,0,37.26598037133506,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.5835000000000146,1150,,-0.01844691303950191,0.11617298838542983,30.007971717052342,-1.2414703671755825,0,37.25400766576347,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.6133550000000105,1150,,-0.018463074745981245,0.11809502486814985,30.00556278430991,-1.2408543020302105,0,37.23253166574853,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.6444850000000152,1150,,-0.018487622640299683,0.11899012002941795,30.006724440096693,-1.2411383337065827,0,37.2424959715742,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.6729250000000174,1150,,-0.018490504618478898,0.11945575103790597,30.004714107758407,-1.2401354738144188,0,37.209910346691146,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.6975000000000146,1150,,-0.01847346679782369,0.1198189711331605,30.00353100249671,-1.2415939427559537,0,37.252202353990384,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.7250450000000128,1150,,-0.018466165781173105,0.11946935102055446,30.001337986143835,-1.2418443676518196,0,37.2569926001113,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.7535800000000017,1150,,-0.018468084190572664,0.11908760215718396,30.001739533307532,-1.242624465951919,0,37.28089556520485,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.7896250000000146,1150,,-0.018392222975824324,0.11752286181125804,29.999268511440338,-1.2418369032095442,0,37.25419870679866,0,0,0,0,24,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.8175550000000076,1150,,-0.01839524985093105,0.11626931260149473,29.99777806311177,-1.2426792902949042,0,37.27761755389178,0,0,0,0,24.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.8450600000000122,1150,,-0.018435234790166122,0.11580877337441746,29.996275320325232,-1.243094398579476,0,37.288201828944075,0,0,0,0,24.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
0.8709750000000058,1150,,-0.018453905589326025,0.11539622207351817,29.997123715256976,-1.2418768200776298,0,37.25273261097859,0,0,0,0,24.0625,,2000,0,0,0,0,0,0.10000000000000002,0.001,0.01,0,
